position,checkpoint,formation,cumul_received_unsucc,cumul_in_game_time,cumul_pressured_success_rate,cumul_top_hsr_share,distance_per_run,distance_per_possession,top_distance_share,cumul_unique_run_possessions,cumul_sprints,cumul_bottom_sprint_share,cumul_pressure_success_rate,cumul_top_run_share,player_share_team_cumul_shots,player_share_team_shots_on_target,cumul_pass_middle_accuracy_rate,cumul_pass_top_accuracy_rate,cumul_pressure_turnover_rate,cumul_pressure_forward_rate,player_z_team_top_distance_share,scored_after
M,H1_45,4-3-3,2,44,0.5384615384615384,0.25,14.897830352816309,111.73372764612232,0.4420832222318396,2.0,13,0.15384615384615385,0.35294117647058826,0.2926829268292683,0.25,0.5,1,0,0.46153846153846156,0.07692307692307693,1.2867792794123907,0
M,H2_15,4-3-3,2,59,0.5333333333333333,0.20512820512820512,13.03780345643861,97.78352592328957,0.11170419463677017,2.0,17,0.11764705882352941,0.35,0.25,0.2,0.5,1,0,0.4,0.06666666666666667,-0.48262421382714643,0
M,H2_30,4-3-3,2,74,0.5,0.20454545454545456,8.996566293791632,26.9896988813749,0.28663591184009707,2.0,18,0.16666666666666666,0.391304347826087,0.24193548387096775,0.3333333333333333,0.5,1,0,0.4375,0.0625,0.39051955128094407,0
D,H1_15,4-3-3,2,14,0.0,0.125,12.136711294175113,133.50382423592623,0.08758233007121229,1.0,3,0.6666666666666666,0.75,0.09090909090909091,0.0,0.0,0,0,0.0,0.0,-0.32257314724115826,0
D,H1_30,4-3-3,4,29,0.0,0.16666666666666666,11.250218486638577,28.12554621659644,0.1039397756207107,2.0,4,0.5,0.6,0.125,0.0,0.0,0,0,1.0,0.0,-0.7650219580922939,0
D,H1_45,4-3-3,5,44,0.3333333333333333,0.2777777777777778,11.88703615135672,35.66110845407016,0.46855369904630373,2.0,4,0.5,0.5714285714285714,0.22727272727272727,0.0,0.0,0,0,0.6666666666666666,0.3333333333333333,1.4333600449058788,0
D,H2_15,4-3-3,7,59,0.4,0.3333333333333333,14.938344778029984,59.75337911211994,0.43152703321289365,2.0,6,0.5,0.6,0.26666666666666666,0.0,0.0,0,0,0.4,0.2,1.1013537289083963,0
D,H2_30,4-3-3,7,74,0.42857142857142855,0.3103448275862069,9.779188876482223,39.11675550592889,0.29860324310366326,2.0,9,0.4444444444444444,0.6,0.2631578947368421,0.0,0.0,0,0,0.42857142857142855,0.2857142857142857,0.44307299562642244,0
D,H1_15,4-3-3,1,14,0.6666666666666666,0.07142857142857142,14.756586115669311,118.05268892535449,0.13165558486097295,2.0,2,0.5,0.25,0.125,0.0,0.0,0,1,0.3333333333333333,0.0,-0.015084156855124526,0
D,H1_30,4-3-3,2,29,0.6666666666666666,0.10526315789473684,12.318779613204132,43.115728646214464,0.05897306496964214,2.0,4,0.25,0.3333333333333333,0.13043478260869565,0.0,0.0,0,1,0.3333333333333333,0.0,-0.9986499050171844,0
D,H1_45,4-3-3,2,44,0.5,0.15384615384615385,12.439953634737893,43.53983772158263,0.4576040761357724,2.0,4,0.25,0.3076923076923077,0.16666666666666666,0.0,0.0,0,1,0.5,0.25,1.372726301156552,0
D,H2_15,4-3-3,4,59,0.5454545454545454,0.13793103448275862,14.668452053998855,44.005356161996566,0.0,2.0,4,0.25,0.3333333333333333,0.15151515151515152,0.0,0.0,0,1,0.45454545454545453,0.2727272727272727,-1.035858564455198,0
D,H2_30,4-3-3,4,74,0.5454545454545454,0.10810810810810811,11.865694062205467,59.32847031102733,0.3337954160077267,2.0,6,0.3333333333333333,0.375,0.13953488372093023,0.0,0.0,0,1,0.45454545454545453,0.2727272727272727,0.5976162149438944,0
D,H1_15,4-2-3-1,1,14,1.0,0.7,13.463523006919257,74.04937653805591,0.6368409255667676,2.0,1,0.0,0.5,0.6363636363636364,0.0,0.0,1,0,0.0,0.0,0.7177180505149228,0
D,H1_30,4-2-3-1,1,29,0.75,0.47368421052631576,13.255565073065709,92.78895551145996,0.11301920824423,2.0,6,0.16666666666666666,0.5,0.4,0.0,0.0,1,0,0.25,0.0,-0.5737303576457096,0
D,H1_45,4-2-3-1,2,44,0.9,0.3793103448275862,13.725330473351091,82.35198284010654,0.09904743777910606,2.0,8,0.375,0.5,0.32432432432432434,0.0,0.0,0,0,0.1,0.4,-1.0293629177405785,0
D,H2_15,4-2-3-1,3,59,0.9166666666666666,0.34285714285714286,9.652975094449626,38.611900377798506,0.06930257184488699,2.0,10,0.4,0.5384615384615384,0.28888888888888886,0.0,0.0,0,0,0.08333333333333333,0.4166666666666667,-1.2919100946162658,0
D,H2_30,4-2-3-1,3,74,0.9166666666666666,0.325,8.491418581344359,29.719965034705254,0.24993412639829551,2.0,12,0.3333333333333333,0.5384615384615384,0.28846153846153844,0.0,0.0,0,0,0.08333333333333333,0.4166666666666667,-0.5620081361689767,0
D,H1_15,4-2-3-1,3,14,0.6666666666666666,0.42857142857142855,15.76096241405254,55.16336844918389,0.38328397547070353,2.0,0,0.0,0.0,0.42857142857142855,0.0,0.0,0,0,0.3333333333333333,0.0,-0.42515980409826337,0
D,H1_30,4-2-3-1,4,29,0.8571428571428571,0.23076923076923078,15.9953868323337,63.9815473293348,0.0,2.0,2,0.5,1.0,0.2,0.0,0.0,0,0,0.14285714285714285,0.14285714285714285,-1.156170815852142,0
D,H1_45,4-2-3-1,5,44,0.9090909090909091,0.23529411764705882,14.890666427877015,29.78133285575403,0.0859372215607709,2.0,2,0.5,1.0,0.21052631578947367,0.0,0.0,0,0,0.09090909090909091,0.36363636363636365,-1.0782819917409214,0
D,H2_15,4-2-3-1,7,59,0.8461538461538461,0.3,11.320553746993745,16.980830620490618,0.6969958456558963,2.0,2,0.5,1.0,0.2727272727272727,0.1,0.25,0,0,0.15384615384615385,0.38461538461538464,0.9689936991959976,0
D,H2_30,4-2-3-1,7,74,0.8571428571428571,0.28,12.605772164621277,31.514430411553192,0.32849786124360814,2.0,2,0.5,1.0,0.25925925925925924,0.09090909090909091,0.3333333333333333,0,0,0.14285714285714285,0.42857142857142855,-0.3236788805411636,0
D,H1_15,4-2-3-1,1,14,0.7,0.5,11.820384600949525,35.46115380284858,0.595913436999254,2.0,0,0.0,0.0,0.5,0.0,0.0,1,1,0.3,0.2,0.5332422540083622,0
D,H1_30,4-2-3-1,1,29,0.7142857142857143,0.4,16.235546470162056,81.17773235081029,0.16638324025076104,2.0,1,1.0,0.5,0.375,0.0,0.0,1,1,0.2857142857142857,0.14285714285714285,-0.2987207222352308,0
D,H1_45,4-2-3-1,1,44,0.7777777777777778,0.4444444444444444,13.9148442498784,41.7445327496352,0.5471196902247724,2.0,1,1.0,0.7142857142857143,0.42105263157894735,0.0,0.0,1,1,0.2222222222222222,0.1111111111111111,0.6425606653529466,0
D,H2_15,4-2-3-1,1,59,0.8,0.38095238095238093,7.453258088235295,11.179887132352942,0.0,2.0,1,1.0,0.7142857142857143,0.36363636363636365,0.0,0.0,1,1,0.2,0.15,-1.5415327274250226,0
D,H2_30,4-2-3-1,4,74,0.84,0.375,17.911161180437254,35.82232236087451,0.3623324491684771,2.0,2,0.5,0.7142857142857143,0.34615384615384615,0.0,0.0,1,1,0.16,0.28,-0.22103900260658074,0
M,H1_15,4-2-3-1,1,14,0.6666666666666666,0.16666666666666666,13.455567070682116,60.55005181806953,0.1479240692466949,2.0,3,0.0,0.5,0.2222222222222222,0.0,0.0,1,0,0.3333333333333333,0.16666666666666666,-1.4860166435000048,0
M,H1_30,4-2-3-1,2,29,0.7857142857142857,0.21428571428571427,14.787538783941365,81.33146331167751,0.25441746821197614,2.0,6,0.16666666666666666,0.3076923076923077,0.25,0.0,0.0,1,0,0.14285714285714285,0.21428571428571427,0.15496053131573273,0
M,H1_45,4-2-3-1,4,44,0.6666666666666666,0.21052631578947367,14.66716203004403,36.66790507511008,0.14025659619825218,2.0,6,0.16666666666666666,0.375,0.24,0.0,0.0,0,0,0.2857142857142857,0.14285714285714285,-0.8755962798281759,0
M,H2_15,4-2-3-1,5,59,0.625,0.3076923076923077,17.814932990060505,71.25973196024202,0.5827962155156223,2.0,7,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.0,0.0,0,0,0.3333333333333333,0.125,0.5576552512491395,0
M,H2_30,4-2-3-1,5,74,0.5769230769230769,0.3333333333333333,14.14962015727683,56.59848062910732,0.5448116994717284,2.0,7,0.14285714285714285,0.46875,0.35135135135135137,0.0,0.0,0,0,0.34615384615384615,0.11538461538461539,0.33252612483962335,0
M,H1_15,4-2-3-1,0,14,0.8,0.4,14.04165116349383,91.2707325627099,0.4160056170516653,2.0,3,0.0,0.42857142857142855,0.38461538461538464,0.0,0.0,1,0,0.2,0.4,-0.27767088882576624,0
M,H1_30,4-2-3-1,0,29,0.6363636363636364,0.3684210526315789,20.073004852782972,90.32852183752337,0.21797973086193284,2.0,3,0.0,0.3,0.36363636363636365,0.0,0.0,1,0,0.36363636363636365,0.2727272727272727,-0.03282004835620416,0
M,H1_45,4-2-3-1,1,44,0.5384615384615384,0.4074074074074074,9.990418053798676,39.9616722151947,0.6191601951717385,2.0,3,0.0,0.3333333333333333,0.4,0.0,0.0,1,0,0.46153846153846156,0.23076923076923078,0.9113704800678266,0
A,H1_15,4-2-3-1,0,14,0.2857142857142857,0.6666666666666666,12.181046775723217,66.9957572664777,0.49645436057198,2.0,2,0.0,0.6666666666666666,0.6363636363636364,0.0,0.0,1,1,0.7142857142857143,0.14285714285714285,0.08494227309304388,0
A,H1_30,4-2-3-1,1,29,0.4,0.5,13.282605317247414,39.84781595174224,0.14921410014543174,2.0,3,0.0,0.3333333333333333,0.47058823529411764,0.0,0.0,1,1,0.6,0.1,-0.38720127333189774,0
A,H1_45,4-2-3-1,1,44,0.4117647058823529,0.4090909090909091,13.170894018145058,52.68357607258023,0.29231561240782683,2.0,3,0.0,0.21428571428571427,0.4,0.0,0.0,1,0,0.5294117647058824,0.11764705882352941,-0.30820775301102643,0
A,H2_15,4-2-3-1,1,59,0.4230769230769231,0.5161290322580645,16.397799067409434,98.38679440445661,0.5308729441858695,2.0,6,0.16666666666666666,0.25,0.4864864864864865,0.1,0.0,1,0,0.5384615384615384,0.07692307692307693,0.3706315471016781,0
A,H1_15,4-2-3-1,0,14,0.75,0.6428571428571429,12.909500013473004,103.27600010778403,0.7635157554632173,2.0,2,0.0,0.14285714285714285,0.6875,0.0,0.0,0,1,0.25,0.0,1.2886898096037378,0
A,H1_30,4-2-3-1,0,29,0.8,0.6842105263157895,11.926599306097668,41.743097571341835,0.6189450992888139,2.0,4,0.0,0.125,0.6956521739130435,0.6666666666666666,1.0,1,1,0.2,0.0,2.0335406750953027,0
A,H1_45,4-2-3-1,0,44,0.625,0.6785714285714286,10.73248959561147,69.76118237147456,0.6330732437422663,2.0,8,0.125,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,1,1,0.375,0.0,0.9632852190208078,0
A,H2_15,4-2-3-1,0,59,0.5454545454545454,0.631578947368421,11.878469600343026,83.14928720240118,0.4749073542691328,2.0,12,0.08333333333333333,0.3333333333333333,0.6,0.2,0.25,1,1,0.45454545454545453,0.0,0.1690477165191811,0
A,H2_30,4-2-3-1,0,74,0.5454545454545454,0.6444444444444445,13.525981878840891,67.62990939420446,0.6737606284498925,2.0,15,0.13333333333333333,0.35294117647058826,0.6166666666666667,0.18181818181818182,0.3333333333333333,1,1,0.45454545454545453,0.0,0.7237028212871598,0
M,H1_15,4-2-3-1,0,14,0.42857142857142855,0.5555555555555556,10.85194081965878,59.6856745081233,0.7002421236097512,2.0,2,0.0,0.0,0.6363636363636364,0.0,0.0,1,0,0.42857142857142855,0.14285714285714285,1.0034914247877174,0
M,H1_30,4-2-3-1,0,29,0.5,0.4666666666666667,13.643961477303725,54.5758459092149,0.3567418111221665,2.0,4,0.0,0.0,0.5263157894736842,0.0,0.0,1,0,0.4,0.2,0.6822853825170866,0
M,H1_45,4-2-3-1,0,44,0.5714285714285714,0.5,12.66041134696527,18.990617020447907,0.8522752255830365,2.0,4,0.0,0.5,0.5454545454545454,0.0,0.0,1,0,0.35714285714285715,0.14285714285714285,1.7812090268443312,0
M,H2_15,4-2-3-1,2,59,0.5909090909090909,0.4444444444444444,13.088998289375084,65.44499144687542,0.2821340667159402,2.0,5,0.0,0.45454545454545453,0.5,0.1,0.0,1,0,0.36363636363636365,0.18181818181818182,-0.5253071146684828,0
M,H2_30,4-2-3-1,3,74,0.6296296296296297,0.4,17.467617017465294,26.20142552619794,0.0,2.0,5,0.0,0.5,0.45714285714285713,0.18181818181818182,0.0,1,0,0.3333333333333333,0.2222222222222222,-1.3202029243594402,0
A,H1_15,4-2-3-1,0,14,0.75,0.6666666666666666,14.038685345020873,56.15474138008349,0.6215428925660738,2.0,2,0.0,0.0,0.625,1.0,0.0,1,1,0.0,0.0,0.6487639826851482,0
A,H1_30,4-2-3-1,0,29,0.5714285714285714,0.5,17.136127651765378,42.840319129413444,0.06340344925523878,2.0,3,0.0,0.75,0.46153846153846156,0.3333333333333333,0.0,0,0,0.35714285714285715,0.07142857142857142,-0.8294234017640161,0
A,H1_45,4-2-3-1,1,44,0.5,0.5294117647058824,11.187229031014247,44.74891612405699,0.5664470269209999,2.0,4,0.0,0.5714285714285714,0.5238095238095238,0.3333333333333333,0.0,0,0,0.45454545454545453,0.045454545454545456,0.7146781192779253,0
A,H2_15,4-2-3-1,1,59,0.5333333333333333,0.625,13.924020970764431,62.65809436843994,0.7531361742895537,2.0,6,0.0,0.5555555555555556,0.6,0.2,0.0,0,0,0.36666666666666664,0.06666666666666667,1.1712069254475181,0
A,H2_30,4-2-3-1,1,74,0.5294117647058824,0.6666666666666666,12.913481256684491,25.826962513368983,1.0,2.0,7,0.0,0.6,0.6470588235294118,0.2727272727272727,0.0,0,0,0.35294117647058826,0.08823529411764706,1.7133755593655184,0
D,H1_15,4-2-3-1,0,14,0.75,0.2222222222222222,13.05941317733389,84.88618565267029,0.49197816842884856,2.0,4,0.0,0.25,0.38461538461538464,0.0,0.0,1,0,0.25,0.5,0.06476636834485898,0
D,H1_30,4-2-3-1,0,29,0.6923076923076923,0.45454545454545453,13.523969214239006,114.95373832103155,0.5277268819979362,2.0,8,0.125,0.42857142857142855,0.5333333333333333,0.0,0.0,1,0,0.3076923076923077,0.46153846153846156,1.5634508461092183,0
D,H1_45,4-2-3-1,3,44,0.7058823529411765,0.4,11.485081592675169,57.42540796337585,0.2884293163623807,2.0,10,0.2,0.3333333333333333,0.475,0.0,0.0,1,0,0.29411764705882354,0.4117647058823529,-0.3227089634158201,0
D,H2_15,4-2-3-1,3,59,0.7222222222222222,0.43243243243243246,12.721140293980147,44.52399102893052,0.5873532641861782,2.0,10,0.2,0.3125,0.48936170212765956,0.1,0.25,1,0,0.2777777777777778,0.3888888888888889,0.5740693965932379,0
G,H1_15,4-2-3-1,0,14,1.0,0.0,5.0508173913043475,5.0508173913043475,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,-2.1527668266137563,0
G,H1_30,4-2-3-1,0,29,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,-1.156170815852142,0
G,H1_45,4-2-3-1,0,44,1.0,0.0,6.112799999999998,6.112799999999998,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,-1.3989456048273154,0
G,H2_15,4-2-3-1,0,59,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,-1.5415327274250226,0
G,H2_30,4-2-3-1,0,74,1.0,0.0,9.02109,9.02109,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,-1.3202029243594402,0
M,H2_30,4-2-3-1,0,10,0.6666666666666666,0.1111111111111111,11.888371516317685,53.497671823429584,0.0649808199526673,2.0,0,0.0,1.0,0.1111111111111111,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,-1.1230785070962233,0
M,H2_15,4-2-3-1,0,14,1.0,0.7142857142857143,13.745307593018683,54.981230372074734,0.7302237570616764,2.0,1,0.0,0.0,0.75,0.2,0.25,1,0,0.0,0.75,1.0886781280280409,0
M,H2_30,4-2-3-1,0,29,0.6666666666666666,0.7142857142857143,10.537809756797234,42.151239027188936,0.8010575864969854,2.0,2,0.0,0.16666666666666666,0.75,0.18181818181818182,0.3333333333333333,1,0,0.3333333333333333,0.5,1.1098681342624597,0
A,H2_30,4-3-3,0,10,0.0,0.125,14.63472494747741,65.85626226364835,0.21059082051384262,2.0,1,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0.0,0.0,0.056574464716154134,0
A,H2_30,4-2-3-1,0,10,0.0,1.0,18.29948213204981,45.74870533012453,0.7617870024245692,2.0,3,0.0,0.0,0.8,0.09090909090909091,0.0,1,1,1.0,0.0,0.9907377353770658,1
G,H1_15,4-2-3-1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.6203470776605235,0
G,H1_30,4-2-3-1,0,29,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,-1.4527942729356027,0
G,H1_45,4-2-3-1,2,44,0.3333333333333333,0.0,14.016845283018863,14.016845283018863,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,-1.0567857109714582,0
G,H2_15,4-2-3-1,3,59,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,-1.0086366459401015,0
G,H2_30,4-2-3-1,3,74,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,-0.9834747695587353,0
D,H1_15,4-2-3-1,0,14,1.0,0.375,12.331928758740391,80.15753693181254,0.3790349119286277,2.0,5,0.4,0.0,0.38461538461538464,0.0,0.0,1,0,0.0,0.0,0.8308409075437219,0
D,H1_30,4-2-3-1,1,29,1.0,0.42857142857142855,11.805483569260414,47.221934277041655,0.471050040236649,2.0,7,0.2857142857142857,1.0,0.38095238095238093,0.0,0.0,1,1,0.0,0.2222222222222222,0.5238429899046401,0
D,H1_45,4-2-3-1,1,44,0.9,0.32,19.351178754070983,116.10707252442589,0.2529110036603562,2.0,8,0.375,0.6666666666666666,0.30303030303030304,0.0,0.0,1,1,0.1,0.2,1.3015445014591631,0
D,H2_15,4-2-3-1,3,59,0.8333333333333334,0.2647058823529412,13.742840877893105,68.71420438946552,0.10287799113961064,2.0,9,0.3333333333333333,0.5,0.2558139534883721,0.0,0.0,1,1,0.16666666666666666,0.16666666666666666,-0.3619878513343736,0
D,H2_30,4-2-3-1,3,74,0.7333333333333333,0.2619047619047619,14.744763153224769,88.46857891934862,0.4563312584787177,2.0,13,0.38461538461538464,0.5714285714285714,0.2545454545454545,0.0,0.0,1,0,0.26666666666666666,0.13333333333333333,0.8990234161976021,0
M,H1_15,4-2-3-1,0,14,0.6666666666666666,0.3333333333333333,12.453424848638033,80.94726151614721,0.37159535563937,2.0,1,0.0,1.0,0.38461538461538464,0.0,0.0,1,1,0.3333333333333333,0.16666666666666666,0.7827299013604369,0
M,H1_30,4-2-3-1,0,29,0.8461538461538461,0.3684210526315789,12.839125658217085,51.35650263286834,0.3537861088581911,2.0,2,0.5,0.6666666666666666,0.38095238095238093,0.0,0.0,1,1,0.15384615384615385,0.15384615384615385,0.03177582813695651,0
M,H1_45,4-2-3-1,1,44,0.875,0.2916666666666667,12.256440934502004,73.53864560701203,0.0,2.0,3,0.6666666666666666,0.5454545454545454,0.2962962962962963,0.0,0.0,0,1,0.125,0.125,-1.0567857109714582,0
M,H2_15,4-2-3-1,2,59,0.8421052631578947,0.22580645161290322,12.645787237692325,50.5831489507693,0.10891186842716537,2.0,4,0.5,0.5454545454545454,0.2571428571428571,0.0,0.0,0,0,0.10526315789473684,0.15789473684210525,-0.3240613771529211,0
M,H2_30,4-2-3-1,3,74,0.85,0.20588235294117646,16.869387979797978,50.60816393939393,0.0,2.0,4,0.5,0.5454545454545454,0.23684210526315788,0.0,0.0,0,0,0.1,0.15,-0.9834747695587353,0
M,H1_15,4-2-3-1,1,14,0.8571428571428571,0.21428571428571427,12.197738667557296,91.48304000667972,0.18098628611408973,2.0,1,0.0,1.0,0.2,1.0,0.0,0,0,0.14285714285714285,0.2857142857142857,-0.44992346746513723,0
M,H1_30,4-2-3-1,1,29,0.75,0.25,16.04601063994584,88.25305851970212,0.36583096883544647,2.0,2,0.0,0.25,0.2692307692307692,0.3333333333333333,0.0,0,0,0.25,0.16666666666666666,0.0823189064153811,0
M,H1_45,4-2-3-1,2,44,0.7647058823529411,0.19444444444444445,16.876882288531643,118.1381760197215,0.09784577319477931,2.0,4,0.0,0.3333333333333333,0.225,0.3333333333333333,0.0,0,0,0.23529411764705882,0.11764705882352941,-0.14439898305443638,0
M,H2_15,4-2-3-1,3,59,0.72,0.18604651162790697,16.986298866030026,76.43834489713511,0.08658756982797847,2.0,7,0.0,0.36363636363636365,0.2,0.5,0.0,0,0,0.28,0.08,-0.46438274831958976,0
M,H2_30,4-2-3-1,3,74,0.6666666666666666,0.2857142857142857,11.183617657133968,44.734470628535874,0.6977932535339834,2.0,9,0.0,0.5,0.29310344827586204,0.4,0.0,0,0,0.3333333333333333,0.07407407407407407,1.8951238567766526,0
M,H1_15,4-2-3-1,0,14,0.5,0.36363636363636365,10.339611313345383,72.37727919341768,0.3583067822851752,2.0,3,0.6666666666666666,0.5,0.35714285714285715,0.0,0.0,1,0,0.5,0.0,0.6967937769528755,1
M,H1_30,4-2-3-1,0,29,0.75,0.47619047619047616,14.234961246368023,85.40976747820814,0.5676916370502437,2.0,5,0.4,0.3333333333333333,0.5,0.3333333333333333,1.0,1,0,0.25,0.25,0.9293739634423257,0
M,H1_45,4-2-3-1,0,44,0.5714285714285714,0.3939393939393939,15.325203155322392,122.60162524257913,0.19996518477532615,2.0,9,0.2222222222222222,0.4,0.40476190476190477,0.3333333333333333,1.0,0,0,0.42857142857142855,0.14285714285714285,0.8078383261986739,0
M,H2_15,4-2-3-1,0,59,0.6666666666666666,0.3617021276595745,10.995197838931736,109.95197838931736,0.30856068249525515,2.0,15,0.2,0.42857142857142855,0.3709677419354839,0.25,1.0,0,0,0.3333333333333333,0.2222222222222222,0.9308490612361267,0
M,H2_15,4-2-3-1,1,5,0.0,0.0,16.83550817212985,67.3420326885194,0.0,2.0,0,0.0,0.42857142857142855,0.0,0.0,0.0,0,0,0.0,0.0,-1.0086366459401015,0
M,H2_30,4-2-3-1,2,20,1.0,0.14285714285714285,15.898873702424057,127.19098961939245,0.4571458548569112,2.0,2,0.5,0.42857142857142855,0.1875,0.4,0.0,1,0,0.0,0.0,0.9023838614346547,0
A,H1_15,4-2-3-1,0,14,0.0,0.42857142857142855,12.945974349503118,122.98675632027961,0.4041334406364899,2.0,5,0.0,0.5,0.42105263157894735,0.0,0.0,0,0,1.0,0.0,0.9931510538623812,0
A,H1_30,4-2-3-1,1,29,0.0,0.5454545454545454,13.303389889239432,66.51694944619716,0.8736860773580915,2.0,7,0.0,0.4444444444444444,0.5517241379310345,0.3333333333333333,0.0,0,0,1.0,0.0,2.2133989316401266,0
A,H1_45,4-2-3-1,1,44,0.14285714285714285,0.4838709677419355,12.454724216519478,68.50098319085713,0.2992383493115362,2.0,9,0.0,0.2857142857142857,0.5,0.3333333333333333,0.0,0,0,0.8571428571428571,0.0,1.733535112107394,0
A,H2_15,4-2-3-1,1,59,0.14285714285714285,0.45,10.289870913902348,51.44935456951174,0.3724990226298437,2.0,10,0.1,0.2857142857142857,0.46,0.25,0.0,0,0,0.8571428571428571,0.0,1.332739204299035,0
A,H2_30,4-2-3-1,1,74,0.25,0.425531914893617,13.334057820273586,60.003260191231135,0.395894398249316,2.0,12,0.08333333333333333,0.2857142857142857,0.4406779661016949,0.2,0.0,0,0,0.75,0.0,0.6497039194049796,0
D,H2_30,4-2-3-1,0,11,1.0,0.0,16.4248216024531,82.12410801226551,0.2041205036066954,1.0,1,0.0,0.0,0.2,0.0,0.0,0,0,0.0,1.0,-0.14141876183250823,0
D,H1_15,4-2-3-1,1,14,0.0,0.0,11.36998294176639,159.17976118472944,0.085764778886892,1.0,5,0.6,0.0,0.07142857142857142,0.0,0.0,1,0,1.0,0.0,-1.065713219550815,0
D,H1_30,4-2-3-1,2,29,0.5,0.08333333333333333,12.170115132032148,24.340230264064296,0.3233990010960465,2.0,6,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.0,1,0,0.5,0.16666666666666666,-0.09573565553136358,0
D,H1_45,4-2-3-1,3,44,0.42857142857142855,0.0625,11.873807168345445,59.369035841727225,0.0,2.0,7,0.5714285714285714,0.25,0.08695652173913043,0.0,0.0,1,0,0.5714285714285714,0.14285714285714285,-1.0567857109714582,0
D,H2_15,4-2-3-1,3,59,0.5,0.05,18.880479116809116,47.20119779202279,0.15451355773078676,2.0,8,0.5,0.3333333333333333,0.10714285714285714,0.0,0.0,0,0,0.5,0.25,-0.03742788933379557,0
D,H2_30,4-2-3-1,5,74,0.5555555555555556,0.03571428571428571,9.250405848968686,50.877232169327776,0.0,2.0,11,0.45454545454545453,0.3333333333333333,0.07692307692307693,0.0,0.0,0,0,0.4444444444444444,0.2222222222222222,-0.9834747695587353,0
D,H1_15,4-2-3-1,0,14,0.5,0.125,16.429669207951598,90.36318064373378,0.11450172960360452,2.0,3,0.3333333333333333,1.0,0.09090909090909091,0.0,0.0,0,0,0.5,0.0,-0.8798736936617694,0
D,H1_30,4-2-3-1,0,29,0.75,0.08333333333333333,16.452728653699243,32.905457307398486,0.0,2.0,3,0.3333333333333333,0.8,0.06666666666666667,0.0,0.0,0,1,0.25,0.25,-1.4527942729356027,0
D,H1_45,4-2-3-1,1,44,0.5,0.1111111111111111,14.334957280525012,43.00487184157504,0.06971062039994443,2.0,3,0.3333333333333333,0.6666666666666666,0.09523809523809523,0.0,0.0,0,1,0.5,0.125,-0.4067520634151373,0
D,H1_15,4-2-3-1,0,14,1.0,0.2,12.283798738287992,79.84469179887195,0.1365272560138486,2.0,3,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.0,0.0,0,0,0.0,0.5,-0.7374364035718393,0
D,H1_30,4-2-3-1,0,29,0.75,0.21428571428571427,11.237167713100686,44.94867085240274,0.2351464801670645,2.0,3,0.3333333333333333,0.5714285714285714,0.23529411764705882,0.0,0.0,0,0,0.25,0.25,-0.4660640845878104,0
D,H1_45,4-2-3-1,0,44,0.7142857142857143,0.15789473684210525,14.207276342299744,42.621829026899235,0.0,2.0,4,0.25,0.5,0.17391304347826086,0.0,0.0,0,0,0.2857142857142857,0.2857142857142857,-1.0567857109714582,0
D,H2_15,4-2-3-1,0,59,0.5555555555555556,0.125,9.46157388429562,23.653934710739048,0.0,2.0,4,0.25,0.5,0.14285714285714285,0.0,0.0,0,0,0.3333333333333333,0.2222222222222222,-1.0086366459401015,0
D,H2_30,4-2-3-1,4,74,0.6,0.10344827586206896,8.694801086483922,26.084403259451765,0.0,2.0,5,0.2,0.5,0.11764705882352941,0.0,0.0,0,0,0.3,0.3,-0.9834747695587353,0
M,H2_30,4-2-3-1,0,11,1.0,0.0,23.179220599442186,34.76883089916328,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,-0.9834747695587353,0
M,H1_15,4-2-3-1,0,14,1.0,0.2857142857142857,12.801208982969781,102.40967186375825,0.21222937385286633,2.0,2,0.5,0.5,0.25,0.0,0.0,1,1,0.0,0.0,-0.24787695703606152,1
