fixture_id,date,player_appearance_id,checkpoint,position,minute_in,minute_out,last15_distance,cumul_distance,last15_peak_speed,cumul_peak_speed,flag_last15_peak_speed_gt_10_3,flag_cumul_peak_speed_gt_10_3,flag_last15_distance_gt_6000,flag_cumul_distance_gt_6000,flag_reason
1201,2025-06-17,65781,H2_15,M,1,62,2562.29,9147.18,6.64,8.08,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65783,H1_45,A,1,90,2154.91,6060.13,8.38,9.46,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65783,H2_15,A,1,90,3677.14,9737.27,7.6,9.46,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65783,H2_30,A,1,90,1749.58,11486.85,6.94,9.46,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65785,H1_45,D,1,90,2948.87,8131.41,8.64,8.64,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65785,H2_15,D,1,90,5378.81,13510.22,7.97,8.64,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65785,H2_30,D,1,90,5839.67,19349.9,7.71,8.64,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65786,H1_30,M,1,46,5003.6,9161.76,6.86,9.36,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65786,H1_45,M,1,46,2375.97,11537.73,8.53,9.36,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65787,H1_30,A,1,79,2995.96,6740.08,7.12,8.26,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65787,H1_45,A,1,79,2698.48,9438.56,8.87,8.87,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65787,H2_15,A,1,79,3705.98,13144.54,9.07,9.07,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65787,H2_30,A,1,79,4152.08,17296.62,7.14,9.07,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65788,H1_45,D,1,87,4061.19,9563.76,7.16,8.49,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65788,H2_15,D,1,87,5950.69,15514.44,9.1,9.1,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65788,H2_30,D,1,87,4491.31,20005.75,10.36,10.36,True,True,False,True,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3; cumul_distance_gt_6000
1201,2025-06-17,65789,H2_30,M,46,90,5642.49,9006.1,7.92,7.92,False,False,False,True,cumul_distance_gt_6000
1204,2025-06-18,41431,H1_30,G,1,90,67.33,93.17,10.33,10.33,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1204,2025-06-18,41431,H1_45,G,1,90,15.8,108.97,8.74,10.33,False,True,False,False,cumul_peak_speed_gt_10_3
1204,2025-06-18,41431,H2_15,G,1,90,0.0,108.97,0.0,10.33,False,True,False,False,cumul_peak_speed_gt_10_3
1204,2025-06-18,41431,H2_30,G,1,90,0.0,108.97,0.0,10.33,False,True,False,False,cumul_peak_speed_gt_10_3
1205,2025-06-18,41481,H1_45,A,1,81,119.18,450.96,10.44,10.44,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1205,2025-06-18,41481,H2_15,A,1,81,223.12,674.09,8.63,10.44,False,True,False,False,cumul_peak_speed_gt_10_3
1205,2025-06-18,41481,H2_30,A,1,81,204.0,878.08,7.91,10.44,False,True,False,False,cumul_peak_speed_gt_10_3
1206,2025-06-18,41518,H2_15,M,1,90,257.92,726.94,12.79,12.79,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1206,2025-06-18,41518,H2_30,M,1,90,193.13,920.07,7.77,12.79,False,True,False,False,cumul_peak_speed_gt_10_3
1216,2025-06-21,41911,H1_45,D,1,90,44.21,166.38,11.54,11.54,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1216,2025-06-21,41911,H2_15,D,1,90,109.79,276.17,7.38,11.54,False,True,False,False,cumul_peak_speed_gt_10_3
1216,2025-06-21,41911,H2_30,D,1,90,75.44,351.61,7.43,11.54,False,True,False,False,cumul_peak_speed_gt_10_3
1216,2025-06-21,41915,H1_30,M,1,90,105.76,261.37,10.66,10.66,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1216,2025-06-21,41915,H1_45,M,1,90,70.75,332.12,6.32,10.66,False,True,False,False,cumul_peak_speed_gt_10_3
1216,2025-06-21,41915,H2_15,M,1,90,135.57,467.68,8.01,10.66,False,True,False,False,cumul_peak_speed_gt_10_3
1216,2025-06-21,41915,H2_30,M,1,90,106.4,574.09,8.81,10.66,False,True,False,False,cumul_peak_speed_gt_10_3
1220,2025-06-25,42179,H1_45,G,1,90,8.77,40.32,14.07,14.07,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1220,2025-06-25,42179,H2_15,G,1,90,0.0,40.32,0.0,14.07,False,True,False,False,cumul_peak_speed_gt_10_3
1220,2025-06-25,42179,H2_30,G,1,90,0.0,40.32,0.0,14.07,False,True,False,False,cumul_peak_speed_gt_10_3
1225,2025-06-28,42705,ET1_15,D,1,120,81.09,583.29,7.31,11.17,False,True,False,False,cumul_peak_speed_gt_10_3
1225,2025-06-28,42705,H2_30,D,1,120,18.83,432.04,11.17,11.17,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1225,2025-06-28,42705,H2_45,D,1,120,70.16,502.2,9.88,11.17,False,True,False,False,cumul_peak_speed_gt_10_3
